ID_PARADER,LATITUD,LONGITUD,PASAJEROS,ES_COLAB
52340.0,6.287337472618259,-75.5826459039607,0.0,1
52359.0,6.286460735720602,-75.5824116606764,0.0,1
52376.0,6.287037067364002,-75.5822080534365,0.0,1
52340.0,6.287337472618259,-75.5826459039607,0.0,1
52359.0,6.286460735720602,-75.5824116606764,0.0,1
52376.0,6.287037067364002,-75.5822080534365,0.0,1
52340.0,6.287337472618259,-75.5826459039607,0.0,1
52376.0,6.287037067364002,-75.5822080534365,0.0,1
52340.0,6.287337472618259,-75.5826459039607,0.0,1
52376.0,6.287037067364002,-75.5822080534365,0.0,1
55153.0,6.293937718448732,-75.5876463771191,0.0,1
55154.0,6.295574946396588,-75.5868666086355,0.0,1
55155.0,6.295651169670109,-75.58697439278211,0.0,1
55152.0,6.29389919511104,-75.5877347068365,0.0,1
55153.0,6.293937718448732,-75.5876463771191,0.0,1
55154.0,6.295574946396588,-75.5868666086355,0.0,1
55155.0,6.295651169670109,-75.58697439278211,0.0,1
55152.0,6.29389919511104,-75.5877347068365,0.0,1
52188.0,6.2921384412826,-75.5850812360144,0.0,1
52145.0,6.29212213803924,-75.586162814165,2.0,0
55153.0,6.293937718448732,-75.5876463771191,0.0,1
55154.0,6.295574946396588,-75.5868666086355,0.0,1
55155.0,6.295651169670109,-75.58697439278211,0.0,1
55152.0,6.29389919511104,-75.5877347068365,0.0,1
52146.0,6.2922600820370915,-75.586155318062,4.0,0
52180.0,6.296464509776331,-75.5853153516717,1.0,0
52241.0,6.29443504707249,-75.5841345463505,0.0,1
52315.0,6.29182775875358,-75.5830543728827,0.0,1
52396.0,6.289583334570049,-75.5817583991939,0.0,1
52376.0,6.287037067364002,-75.5822080534365,0.0,1
52202.0,6.288631488914339,-75.5849095508734,0.0,1
52239.0,6.287684113028258,-75.584150352923,12.0,0
52369.0,6.2869230189793495,-75.5823271118309,0.0,1
52400.0,6.289446303857632,-75.5816859544456,0.0,1
52335.0,6.293848672789471,-75.5827665195143,7.0,0
52250.0,6.294362013293142,-75.5839690452261,1.0,0
55242.0,6.308815245091299,-75.5827282197299,0.0,1
52351.0,6.307557673123341,-75.5825543107281,0.0,1
52348.0,6.30295956106675,-75.5825774874931,0.0,1
52266.0,6.300013530823172,-75.5837092780078,0.0,1
52236.0,6.29821867094743,-75.5842085104524,0.0,1
52341.0,6.299306053390929,-75.5826737856365,7.0,0
52328.0,6.296387320152139,-75.5829163351991,0.0,1
52309.0,6.293663756389721,-75.5831355967633,0.0,1
52240.0,6.2920418698431195,-75.5841530330052,0.0,1
52195.0,6.290204519778609,-75.5850233371877,0.0,1
52204.0,6.28705823570603,-75.5848825000405,0.0,1
52289.0,6.28991913298031,-75.5834483052509,8.0,0
52322.0,6.29396998798708,-75.58299633835101,31.0,0
52355.0,6.29622535944257,-75.5824728169552,1.0,0
52378.0,6.299223234464209,-75.5822126264755,0.0,1
52248.0,6.29843730734355,-75.5840194023112,0.0,1
52268.0,6.300095960262491,-75.5836627089964,3.0,0
52350.0,6.302863377683031,-75.5825561953949,3.0,0
52374.0,6.30755908249861,-75.5823370510614,59.0,0
55243.0,6.308884523983971,-75.5826281263372,0.0,1
52084.0,6.29226583786624,-75.5876066948641,21.0,0
52146.0,6.2922600820370915,-75.586155318062,4.0,0
52145.0,6.29212213803924,-75.586162814165,2.0,0
52078.0,6.292350913135851,-75.5876520850888,1.0,0
55155.0,6.295651169670109,-75.58697439278211,0.0,1
55154.0,6.295574946396588,-75.5868666086355,0.0,1
55155.0,6.295651169670109,-75.58697439278211,0.0,1
55154.0,6.295574946396588,-75.5868666086355,0.0,1
52740.0,6.307544251119411,-75.5755338523403,4.0,0
52775.0,6.309634782766359,-75.5751993424216,0.0,1
52860.0,6.30972032396806,-75.5738861742405,0.0,1
52938.0,6.309198794520631,-75.5728364498234,4.0,0
52994.0,6.3081266962514215,-75.5722275986106,0.0,1
52993.0,6.3062992957646715,-75.5722299791024,0.0,1
52878.0,6.304869835570389,-75.5736572823276,0.0,1
52825.0,6.3027947984692,-75.5745839103497,0.0,1
52771.0,6.301549873964799,-75.5752217435591,0.0,1
52687.0,6.300537729731371,-75.5762281086601,8.0,0
52603.0,6.298470277322419,-75.5778247885673,0.0,1
52518.0,6.29658459125112,-75.5793814865478,0.0,1
52497.0,6.295621323752031,-75.5798057471595,0.0,1
52481.0,6.294796401701989,-75.5800796555576,0.0,1
52454.0,6.29326968127202,-75.580557912497,0.0,1
52429.0,6.291974581032972,-75.5809715453171,0.0,1
52396.0,6.289583334570049,-75.5817583991939,0.0,1
52493.0,6.28845107133417,-75.5798378073321,0.0,1
52492.0,6.286498850793642,-75.5798334555366,0.0,1
52502.0,6.28651810490198,-75.5797133303945,0.0,1
52495.0,6.288561530279981,-75.5798261190223,0.0,1
52400.0,6.289446303857632,-75.5816859544456,0.0,1
52435.0,6.291951961045309,-75.5808648734458,0.0,1
52458.0,6.2931798788479005,-75.5804724591857,0.0,1
52485.0,6.2945382267940015,-75.5800529509396,0.0,1
52505.0,6.295706280313031,-75.579669035854,0.0,1
52528.0,6.296670047877491,-75.5791840580071,0.0,1
52614.0,6.2985810765584915,-75.5776494835858,0.0,1
52706.0,6.300481708591929,-75.5760214635626,0.0,1
52802.0,6.301601219769792,-75.5748958289294,6.0,0
52835.0,6.3028788128569095,-75.57441931254591,0.0,1
