ID_PARADER,LATITUD,LONGITUD,PASAJEROS,ES_COLAB
51054.0,6.27227395238736,-75.6087423695774,0.0,1
51056.0,6.27232212207646,-75.6086998782425,8.0,0
51054.0,6.27227395238736,-75.6087423695774,0.0,1
51056.0,6.27232212207646,-75.6086998782425,8.0,0
50925.0,6.27291380789212,-75.6129041209423,0.0,1
50986.0,6.273303341324709,-75.6106656087015,0.0,1
51028.0,6.272474551456009,-75.6093956684532,0.0,1
51031.0,6.272540030004041,-75.6093463386052,0.0,1
50987.0,6.2733746021957595,-75.6106207052518,0.0,1
50926.0,6.273027470951459,-75.6128857565485,0.0,1
50925.0,6.27291380789212,-75.6129041209423,0.0,1
50986.0,6.273303341324709,-75.6106656087015,0.0,1
51028.0,6.272474551456009,-75.6093956684532,0.0,1
51194.0,6.276041015215009,-75.6055263047438,0.0,1
51250.0,6.275676061627771,-75.6042745758377,0.0,1
51621.0,6.27359561143686,-75.5978069018282,0.0,1
51633.0,6.273850616680952,-75.5975335304453,0.0,1
51510.0,6.27523092629023,-75.599949941461,0.0,1
51244.0,6.276224625352799,-75.604317089993,0.0,1
51193.0,6.276083328619361,-75.6055833933749,0.0,1
51031.0,6.272540030004041,-75.6093463386052,0.0,1
50987.0,6.2733746021957595,-75.6106207052518,0.0,1
50926.0,6.273027470951459,-75.6128857565485,0.0,1
50925.0,6.27291380789212,-75.6129041209423,0.0,1
50986.0,6.273303341324709,-75.6106656087015,0.0,1
51028.0,6.272474551456009,-75.6093956684532,0.0,1
51031.0,6.272540030004041,-75.6093463386052,0.0,1
50987.0,6.2733746021957595,-75.6106207052518,0.0,1
50926.0,6.273027470951459,-75.6128857565485,0.0,1
50939.0,6.273009735983091,-75.6124370795364,0.0,1
50986.0,6.273303341324709,-75.6106656087015,0.0,1
51028.0,6.272474551456009,-75.6093956684532,0.0,1
51031.0,6.272540030004041,-75.6093463386052,0.0,1
50987.0,6.2733746021957595,-75.6106207052518,0.0,1
50934.0,6.273119755197079,-75.6125146885257,0.0,1
50788.0,6.270555310231019,-75.6169006223956,3.0,0
50902.0,6.27088291541608,-75.61336147609211,0.0,1
51031.0,6.272540030004041,-75.6093463386052,0.0,1
50987.0,6.2733746021957595,-75.6106207052518,0.0,1
51028.0,6.272474551456009,-75.6093956684532,0.0,1
50913.0,6.27099992913776,-75.6131664372959,0.0,1
50793.0,6.270648907082769,-75.6167842354133,0.0,1
55244.0,6.28174164335333,-75.6056429580696,0.0,1
51156.0,6.281668723506699,-75.6061276928025,0.0,1
51022.0,6.28179429038143,-75.6094895267197,0.0,1
51029.0,6.2816996084763295,-75.6094034577919,0.0,1
51162.0,6.281629405354349,-75.6060562826059,0.0,1
51163.0,6.28507186789285,-75.6060626209181,0.0,1
51084.0,6.284959767301908,-75.60807347360021,6.0,0
51082.0,6.284839097983951,-75.6081009860271,0.0,1
51159.0,6.28492092197621,-75.6061002962603,0.0,1
51189.0,6.290511452029349,-75.6057612234736,0.0,1
51196.0,6.28855000715125,-75.6055408756763,0.0,1
51373.0,6.284544338547651,-75.6023236441363,0.0,1
51276.0,6.282467793387951,-75.6037880766843,6.0,0
51172.0,6.281157558561829,-75.6059778134015,0.0,1
51022.0,6.28179429038143,-75.6094895267197,0.0,1
51029.0,6.2816996084763295,-75.6094034577919,0.0,1
51167.0,6.2810483445147,-75.6060150711938,0.0,1
51277.0,6.28237241776985,-75.6037237429004,24.0,0
51370.0,6.28470341770822,-75.6023409954888,0.0,1
51195.0,6.288726853592669,-75.6055586244914,0.0,1
51496.0,6.28982542037848,-75.6001763331237,0.0,1
51499.0,6.288504291792871,-75.6001290156936,24.0,0
51563.0,6.286671964874368,-75.5989872087992,0.0,1
51600.0,6.284405513271151,-75.598336966108,0.0,1
51706.0,6.2835109332880394,-75.5963375260964,0.0,1
51778.0,6.28019204762232,-75.5944038465609,0.0,1
51765.0,6.278216811381611,-75.5947906286206,0.0,1
51615.0,6.277730993510798,-75.5979684510757,28.0,0
51570.0,6.279754278394259,-75.59883514671172,0.0,1
51707.0,6.275566850016719,-75.5963091432601,0.0,1
51711.0,6.275662697157,-75.5962565901532,0.0,1
51570.0,6.279754278394259,-75.59883514671172,0.0,1
51589.0,6.277535775993419,-75.5984586000677,348.0,0
51763.0,6.2780515386220905,-75.5948496039309,0.0,1
51782.0,6.280276243446079,-75.5943286300144,0.0,1
51713.0,6.283742901426181,-75.5962318284231,0.0,1
51608.0,6.284317717346121,-75.5982287886039,0.0,1
51565.0,6.286774316287799,-75.5989473935085,0.0,1
51495.0,6.28840147814328,-75.6001804002246,30.0,0
52041.0,6.288059024904321,-75.5883999003943,6.0,0
51948.0,6.285704886171959,-75.5909129619085,0.0,1
51889.0,6.283240690174332,-75.5918874753522,0.0,1
51800.0,6.280488649798839,-75.5937774973313,1.0,0
51765.0,6.278216811381611,-75.5947906286206,0.0,1
51615.0,6.277730993510798,-75.5979684510757,28.0,0
51707.0,6.275566850016719,-75.5963091432601,0.0,1
51711.0,6.275662697157,-75.5962565901532,0.0,1
51607.0,6.277439261451269,-75.5982401597804,0.0,1
51763.0,6.2780515386220905,-75.5948496039309,0.0,1
51796.0,6.2803372269211595,-75.5938378673379,9.0,0
51893.0,6.28320296813052,-75.5917857521097,25.0,0
51953.0,6.285659551900311,-75.59081372672,76.0,0
52044.0,6.287956645520429,-75.5883247177675,24.0,0
51496.0,6.28982542037848,-75.6001763331237,0.0,1
51499.0,6.288504291792871,-75.6001290156936,24.0,0
51538.0,6.2873407803122,-75.5995504175204,0.0,1
51600.0,6.284405513271151,-75.598336966108,0.0,1
51706.0,6.2835109332880394,-75.5963375260964,0.0,1
51778.0,6.28019204762232,-75.5944038465609,0.0,1
